id_venda,id_data,id_cliente,id_produto,id_localizacao,id_canal_venda,id_vendedor,id_status_entrega,id_meta,quantidade,preco_unitario,desconto,receita_bruta,receita,valor_desconto,custo_unitario,custo_total,lucro,margem_lucro,meta_venda,percentual_atingimento_meta,prazo_entrega_dias,data,ano,mes,trimestre,cliente,tipo_cliente,tempo_relacionamento_meses,faixa_renda,segmento,produto,categoria,marca,linha_produto,regiao,cidade,canal_venda,vendedor,status_entrega,atingiu_meta,mes_ano,ano_mes_ordem
112,20240222,b4c4ccc19dd18de9e247e77a6dae2cdc32de433419b33fd4b02d9f79313e42d4,3197c071626b3ecfd01aa3215358087aae950f483987504787bb5726c474b8e0,3d4103fcdea59f90bbd612ddd26c449be72a3de619728ac1cffcbedcb3804335,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,b53ed95dadd46b73d7afbab3d6927090ef2c35e687ec4cf78cfbb096334323e0,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,8,3608.43,0.2,28867.44,23093.95,5773.49,2840.06,22720.48,373.47,0.0162,33653.33,0.6862,11,2024-02-22,2024,2,1,Cliente_194,RECORRENTE,34,ALTA,ATACADO,IMPRESSORA,INFORMÁTICA,GAMMA,ECONÔMICO,NORDESTE,SALVADOR,ONLINE,VENDEDOR_11,ATRASADO,NÃO,02/2024,2024-02
113,20240124,c4a4159ec18c5b7370d348dc9ea2c1a0e9f61ebe6ee30d8b0bd981a3d20a06b8,8d3b3bdaf0b75159c4d4ca8da42205c25cae584d7fc0d31203240996e9bb4eac,99621b38cebd51ac63078e040c33f7b6a2360f3f0cb29e70880c356f562ee6dd,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,e16b2ec015562ef9e0585a3dfeffd0544f6cf7aebbb97910d8d162d2503c200c,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,9,1599.14,0.2,14392.26,11513.81,2878.45,1235.33,11117.97,395.84,0.0344,16559.47,0.6953,7,2024-01-24,2024,1,1,Cliente_068,NOVO,3,ALTA,VAREJO,TECLADO,PERIFÉRICOS,DELTA,ECONÔMICO,CENTRO-OESTE,BRASÍLIA,LOJA,VENDEDOR_12,NO PRAZO,NÃO,01/2024,2024-01
114,20241118,7f2c2d1162aecdbf6981cd8262d57fac61eacb4e8055b025ad0632ef71fd0292,c8e53017c2c6847cd23bee6934160bdf60eb8856a8c183e0227c959e83daaa5b,ad8fab0905cb7f8e3dea787f1cd212aa130653b7e1f3458ac820fec2fba7b144,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,1b75bd2a6fbda74a8e565c6aafd8f6461da81c471f8381b67eb47b2ae754c0d8,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,3828.23,0.02,26797.61,26261.66,535.95,2421.38,16949.66,9312.0,0.3546,29566.91,0.8882,7,2024-11-18,2024,11,4,Cliente_084,RECORRENTE,40,ALTA,ATACADO,NOTEBOOK,INFORMÁTICA,BETA,ECONÔMICO,SUDESTE,SÃO PAULO,ONLINE,VENDEDOR_09,NO PRAZO,NÃO,11/2024,2024-11
115,20241230,97e2de28af66f6c8c90589545f82ae75f08ed7c2bb52e57dd4be495a2b74ac90,3e7e9b2fefb41519afe383edfd4512fb28453eac45739e197afd2655fac4c45a,99621b38cebd51ac63078e040c33f7b6a2360f3f0cb29e70880c356f562ee6dd,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,1b75bd2a6fbda74a8e565c6aafd8f6461da81c471f8381b67eb47b2ae754c0d8,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,4,345.43,0.2,1381.73,1105.38,276.35,252.31,1009.24,96.14,0.087,1392.63,0.7937,12,2024-12-30,2024,12,4,Cliente_138,NOVO,2,MÉDIA,ATACADO,SMARTPHONE,TELEFONIA,ALPHA,PREMIUM,CENTRO-OESTE,BRASÍLIA,LOJA,VENDEDOR_09,ATRASADO,NÃO,12/2024,2024-12
116,20240112,71ccf4ef0880088070a131186538c8cc1c3f2c8902fd0495caa17d384abeb8ea,b9bc22eb8b0c4d8aab2152044057084e0af57a1746985c0412455fe09644b906,c41a560d27bdc15e0f1e2e48bb1f763998050a0b14d7ef849816dc81c21246ef,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,6029477ae6064c716da9e6bb92acae2f35c6e076ea3c3f713f35e3973a5559d1,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,5249.28,0.22,52492.79,40944.38,11548.41,3656.92,36569.2,4375.18,0.1069,51292.47,0.7983,1,2024-01-12,2024,1,1,Cliente_114,RECORRENTE,30,BAIXA,VAREJO,HEADSET,PERIFÉRICOS,GAMMA,PREMIUM,NORDESTE,RECIFE,ONLINE,VENDEDOR_20,NO PRAZO,NÃO,01/2024,2024-01
117,20240401,0f3366c7cae6f176094f70caea3d25dabc80c0ec7d7c46deee8e61223c233731,dec76fdb53afbe5b89c11eb9befcc97fc502109040690460484ed409aa2a81d6,99621b38cebd51ac63078e040c33f7b6a2360f3f0cb29e70880c356f562ee6dd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,43e8f5d662b0b8fe849681a74807abf57d114d77b90c6704f5c6540d4bf73038,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,5320.03,0.17,31920.18,26493.75,5426.43,3662.7,21976.2,4517.55,0.1705,33587.33,0.7888,8,2024-04-01,2024,4,2,Cliente_001,RECORRENTE,58,ALTA,VAREJO,NOTEBOOK,INFORMÁTICA,GAMMA,PREMIUM,CENTRO-OESTE,BRASÍLIA,ONLINE,VENDEDOR_05,ATRASADO,NÃO,04/2024,2024-04
118,20240314,58ab7140bcced5a6c296ff83471426d55c39e013bab509dbfe5879529b8cf4e6,8a14f7b8296a1a30494de8295c995f08cf8984b432dc5ec76f600ca5717ff7a0,fd8e223b49f305b7afd84f5cbd0d461b98245e457826fa473425c008f74ee9cd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,99bd4df2113cb3d766792b0efb13f18962f220478064eb47b84d9d742c3348f1,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,2635.1,0.16,18445.7,15494.39,2951.31,1515.76,10610.32,4884.07,0.3152,20122.36,0.77,10,2024-03-14,2024,3,1,Cliente_126,NOVO,1,BAIXA,VAREJO,TECLADO,PERIFÉRICOS,DELTA,PADRÃO,SUL,PORTO ALEGRE,ONLINE,VENDEDOR_01,ATRASADO,NÃO,03/2024,2024-03
119,20240820,d9998374b2540a4c812b8a6947ee04998768b6ff2ec1b3f83bfe5f3117b9d241,523efccae1f55e4138cdbc09f3931ce089d82498eddd90164c5c64ef1e87f7be,99621b38cebd51ac63078e040c33f7b6a2360f3f0cb29e70880c356f562ee6dd,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,86e2c6991943a3ac90d5d11f6fe3a7c597fe777d0bfbd2fbe9d31c56be19df33,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,9,2792.68,0.14,25134.12,21615.34,3518.78,2348.76,21138.84,476.5,0.022,25713.37,0.8406,4,2024-08-20,2024,8,3,Cliente_092,NOVO,0,ALTA,VAREJO,NOTEBOOK,INFORMÁTICA,ALPHA,PREMIUM,CENTRO-OESTE,BRASÍLIA,LOJA,VENDEDOR_19,NO PRAZO,NÃO,08/2024,2024-08
120,20240827,9a5559c3f8fcd45f7d60c363e7fb5c5128c1cda29b414a69eef975d4fa8c9a24,074f63d2d6a741711521ca94b7fde79ba884d9d770db589acfe8e227e5e254ea,99621b38cebd51ac63078e040c33f7b6a2360f3f0cb29e70880c356f562ee6dd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,1b68031508d05d5d38d9ca5ea43184a71cbbd009bf9bae2793d3cd4488cd0c07,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,1245.09,0.23,7470.55,5752.32,1718.23,663.92,3983.52,1768.8,0.3075,6825.9,0.8427,8,2024-08-27,2024,8,3,Cliente_004,NOVO,0,BAIXA,VAREJO,TECLADO,PERIFÉRICOS,BETA,ECONÔMICO,CENTRO-OESTE,BRASÍLIA,ONLINE,VENDEDOR_15,ATRASADO,NÃO,08/2024,2024-08
121,20240430,eb6c9f0ca543b7b73cae59d7d93996466782b604a15234ac1cd1d8fb865944ed,3e7e9b2fefb41519afe383edfd4512fb28453eac45739e197afd2655fac4c45a,c41a560d27bdc15e0f1e2e48bb1f763998050a0b14d7ef849816dc81c21246ef,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,6029477ae6064c716da9e6bb92acae2f35c6e076ea3c3f713f35e3973a5559d1,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,1,1851.69,0.12,1851.69,1629.49,222.2,1390.93,1390.93,238.56,0.1464,1987.15,0.82,12,2024-04-30,2024,4,2,Cliente_003,RECORRENTE,12,MÉDIA,VAREJO,SMARTPHONE,TELEFONIA,ALPHA,PREMIUM,NORDESTE,RECIFE,LOJA,VENDEDOR_20,ATRASADO,NÃO,04/2024,2024-04
122,20241221,91e0296af0bde0e7a54556260c6b876f54a8baef2d3322b3ff6ca6815e366ccc,b1c563dd7761099a4ad63da9d684007d8d8807193a7cce411b00b9171a5c616f,3d4103fcdea59f90bbd612ddd26c449be72a3de619728ac1cffcbedcb3804335,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,b94d49648e0b3b3c78f5ede3c296463d3e65f1e2ebf8dd49dcf760016b233b96,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,433.6,0.08,4336.0,3989.12,346.88,343.15,3431.5,557.62,0.1398,4965.78,0.8033,14,2024-12-21,2024,12,4,Cliente_137,NOVO,3,BAIXA,VAREJO,IMPRESSORA,INFORMÁTICA,DELTA,ECONÔMICO,NORDESTE,SALVADOR,LOJA,VENDEDOR_06,ATRASADO,NÃO,12/2024,2024-12
123,20240701,ac75d1ffbe281b531e0ffd33d9bf8436398d032bf3733587a37d301ec5d03bbc,bb24e15ae94b7ea9baf2f2af4c02846040df37183144ff657f0abf14caf0f504,074f2ea914ee2ae5e91710145dcff941b60981de3c50196ff5e4b457da28b568,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,6029477ae6064c716da9e6bb92acae2f35c6e076ea3c3f713f35e3973a5559d1,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,10,4170.62,0.01,41706.2,41289.14,417.06,2298.64,22986.4,18302.74,0.4433,45560.8,0.9062,13,2024-07-01,2024,7,3,Cliente_106,NOVO,5,BAIXA,VAREJO,MONITOR,INFORMÁTICA,BETA,ECONÔMICO,NORTE,MANAUS,LOJA,VENDEDOR_20,ATRASADO,NÃO,07/2024,2024-07
124,20240102,8bc0e82c41a7db9988fdf5e9cbccef39873180fae8b2ee213b8107af399750c6,7f28d3842000bdff2371e794bc95c36799dd8d0e83ffd5c400b0613ac8b890a5,d43768c95fe9af925f6782508fc4a83dfcbe61578ed2264c3eee8404ca732eb3,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,7d770d7f21884e397bb44662ce079eb7ad59ad435755727a8df599ad0d3b0697,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,2125.41,0.25,14877.87,11158.4,3719.47,1090.46,7633.22,3525.18,0.3159,17738.25,0.6291,2,2024-01-02,2024,1,1,Cliente_138,RECORRENTE,31,ALTA,VAREJO,TABLET,INFORMÁTICA,GAMMA,ECONÔMICO,CENTRO-OESTE,GOIÂNIA,LOJA,VENDEDOR_14,NO PRAZO,NÃO,01/2024,2024-01
125,20241205,d1e965195d52821674242b560418cd5062a8381b3c5d23f3b65092ca098faf70,48a1f65e9b9d32993839d3a4809dceaa1750bd097c66d859dbefd1401fd3569d,ad8fab0905cb7f8e3dea787f1cd212aa130653b7e1f3458ac820fec2fba7b144,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,1893593e96de42c10626268102ac560be55ec8f654ffd3b3f8a3cd2a9344dc95,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,4,2653.99,0.11,10615.96,9448.2,1167.76,2139.34,8557.36,890.84,0.0943,11289.77,0.8369,14,2024-12-05,2024,12,4,Cliente_067,NOVO,0,BAIXA,VAREJO,IMPRESSORA,INFORMÁTICA,ALPHA,PREMIUM,SUDESTE,SÃO PAULO,ONLINE,VENDEDOR_04,ATRASADO,NÃO,12/2024,2024-12
126,20240208,f987525379fc989480abc5986577164692dae7877d73ef1da5d2484f586fe83f,f97e36348cb20a7390706e6d3ec77bfe9eb1770463fec189db6dc4d1f39dae1b,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,703cabcafbad3301658913fc0a0a1ec3cd2008b0acbeaba92177a36ffcdf391a,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,3499.78,0.09,20998.68,19108.8,1889.88,3014.11,18084.66,1024.14,0.0536,20695.88,0.9233,9,2024-02-08,2024,2,1,Cliente_134,NOVO,1,ALTA,ATACADO,MOUSE,PERIFÉRICOS,GAMMA,PREMIUM,NORTE,BELÉM,LOJA,VENDEDOR_07,ATRASADO,NÃO,02/2024,2024-02
127,20240813,09b319539d1884220f9adf186f4d2982d0bf80336f2efdc20849a34c09ff4bc0,8e0cf7206103356379fd4946a0cb83b1e878cc1e8dfb92fefe48bdd6e1116739,d43768c95fe9af925f6782508fc4a83dfcbe61578ed2264c3eee8404ca732eb3,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,8a0fe5ac0b3d841482673ba35385798ccfa9a97e0a1c13b603a1ae3067231add,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,5044.33,0.12,35310.31,31073.07,4237.24,2975.59,20829.13,10243.94,0.3297,39540.51,0.7859,6,2024-08-13,2024,8,3,Cliente_192,NOVO,4,BAIXA,ATACADO,SMARTPHONE,TELEFONIA,ALPHA,ECONÔMICO,CENTRO-OESTE,GOIÂNIA,ONLINE,VENDEDOR_13,NO PRAZO,NÃO,08/2024,2024-08
128,20240302,d52ac1bbf4187a0725a6e69158e6cef4e7810a976063622c5ae03a739a56218f,091badf2509cdebb2941ee24d9072e450cd9ee5b698902695a140492c20d36fc,fd8e223b49f305b7afd84f5cbd0d461b98245e457826fa473425c008f74ee9cd,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,7d770d7f21884e397bb44662ce079eb7ad59ad435755727a8df599ad0d3b0697,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,2,3841.36,0.13,7682.72,6683.97,998.75,2021.45,4042.9,2641.07,0.3951,8179.37,0.8172,1,2024-03-02,2024,3,1,Cliente_179,NOVO,1,ALTA,VAREJO,MOUSE,PERIFÉRICOS,BETA,PADRÃO,SUL,PORTO ALEGRE,ONLINE,VENDEDOR_14,NO PRAZO,NÃO,03/2024,2024-03
129,20240614,d7bef70ba8cd22f82066ca51610e1f7b288f732ebbbe2c90c3dcd11244d040a5,12ab677e6838113d10257397182458f3eda10f8bfdb9bfd0ffc3dde0a9d803f1,ad8fab0905cb7f8e3dea787f1cd212aa130653b7e1f3458ac820fec2fba7b144,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,1893593e96de42c10626268102ac560be55ec8f654ffd3b3f8a3cd2a9344dc95,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,9,802.57,0.07,7223.13,6717.51,505.62,574.5,5170.5,1547.01,0.2303,7661.34,0.8768,7,2024-06-14,2024,6,2,Cliente_009,NOVO,4,BAIXA,VAREJO,MONITOR,INFORMÁTICA,GAMMA,ECONÔMICO,SUDESTE,SÃO PAULO,ONLINE,VENDEDOR_04,NO PRAZO,NÃO,06/2024,2024-06
130,20240218,480a1c686371159f9653966165b568a9d698f2bcb50b258f08f31fc00dc1b63f,7f28d3842000bdff2371e794bc95c36799dd8d0e83ffd5c400b0613ac8b890a5,074f2ea914ee2ae5e91710145dcff941b60981de3c50196ff5e4b457da28b568,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,8468ec7604b1c6ade314d82a8d56dbe1b0db8428a57f344707685d0fad62f6cf,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,1558.33,0.23,9349.97,7199.48,2150.49,941.33,5647.98,1551.5,0.2155,10224.68,0.7041,14,2024-02-18,2024,2,1,Cliente_178,NOVO,2,BAIXA,VAREJO,TABLET,INFORMÁTICA,GAMMA,ECONÔMICO,NORTE,MANAUS,ONLINE,VENDEDOR_02,ATRASADO,NÃO,02/2024,2024-02
131,20241010,704d84314aea5477c8d196d37ad16443a8654f8555a7ad3327a8e541e1e9e4e4,7b8616faba5389b15704d5cc1e1fb44bc1e022c5b73ee9eb39df5a4bac1e3532,cec1f71a2989ecf2d34d10058352eaaacb8b9424d321689236998c64ac16241b,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,1893593e96de42c10626268102ac560be55ec8f654ffd3b3f8a3cd2a9344dc95,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,1387.5,0.11,8325.0,7409.25,915.75,1088.89,6533.34,875.91,0.1182,9243.89,0.8015,4,2024-10-10,2024,10,4,Cliente_064,RECORRENTE,48,BAIXA,VAREJO,SMARTPHONE,TELEFONIA,GAMMA,ECONÔMICO,SUL,CURITIBA,ONLINE,VENDEDOR_04,NO PRAZO,NÃO,10/2024,2024-10
132,20241123,dd4118864f5850819255e9a587d38b6336bf74ead97a7869e65c1a71fddf73b9,523efccae1f55e4138cdbc09f3931ce089d82498eddd90164c5c64ef1e87f7be,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,a3b3f5bd0a9a9078f50184cc0946819c54059e91acbddc90534208612037f942,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,1,3791.13,0.14,3791.13,3260.37,530.76,3312.63,3312.63,-52.26,-0.016,4124.45,0.7905,12,2024-11-23,2024,11,4,Cliente_034,RECORRENTE,49,BAIXA,VAREJO,NOTEBOOK,INFORMÁTICA,ALPHA,PREMIUM,NORTE,BELÉM,ONLINE,VENDEDOR_10,ATRASADO,NÃO,11/2024,2024-11
133,20241219,4e85b809ad800fb5e9dd0a17bbd70cfb66b9efb740a8b14420258fdf6e019d3c,1a0f60d4a98c347b0ab69c03af906b46ef5c30b7416a36c7600443317129098f,d43768c95fe9af925f6782508fc4a83dfcbe61578ed2264c3eee8404ca732eb3,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,b53ed95dadd46b73d7afbab3d6927090ef2c35e687ec4cf78cfbb096334323e0,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,11,2764.35,0.2,30407.85,24326.28,6081.57,1924.12,21165.32,3160.96,0.1299,36044.67,0.6749,9,2024-12-19,2024,12,4,Cliente_073,NOVO,5,MÉDIA,VAREJO,MOUSE,PERIFÉRICOS,GAMMA,PADRÃO,CENTRO-OESTE,GOIÂNIA,LOJA,VENDEDOR_11,ATRASADO,NÃO,12/2024,2024-12
134,20240911,7c5f45893d179801594721f5ade7f89f283fba68a22937a0adaf0d51ddd29304,7300ed301650b5f52dff0b167209fbfdb0e1b1de6838d7a9f5fefe3ecea3acdc,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,10e1a3b9456ee6f1b9d2fdea7e2893cddf77661af5f09ec6d4de0506a8717eb9,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,2043.37,0.06,12260.22,11524.61,735.61,1658.03,9948.18,1576.43,0.1368,11983.59,0.9617,7,2024-09-11,2024,9,3,Cliente_133,NOVO,0,MÉDIA,VAREJO,IMPRESSORA,INFORMÁTICA,GAMMA,PREMIUM,NORTE,BELÉM,LOJA,VENDEDOR_16,NO PRAZO,NÃO,09/2024,2024-09
135,20240506,53973d8709d7994ae342ea50bd83c05b5e22a184842b873b3b52a036e76cb493,22d6be3bde4eefd67c7ece878edfe875b454c7f6d9d45743058336e6a67bc52c,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,8468ec7604b1c6ade314d82a8d56dbe1b0db8428a57f344707685d0fad62f6cf,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,5,675.95,0.06,3379.74,3176.96,202.78,460.0,2300.0,876.96,0.276,3181.98,0.9984,12,2024-05-06,2024,5,2,Cliente_001,NOVO,2,MÉDIA,VAREJO,NOTEBOOK,INFORMÁTICA,BETA,PREMIUM,NORTE,BELÉM,LOJA,VENDEDOR_02,ATRASADO,NÃO,05/2024,2024-05
136,20241118,2b87d420722adcbe77637456c7942117f1bd51919de904f7d7779ed91433d1a2,3548d3c958b6a07ad99d9ea3a13b3098912f05f78bdb99264853376ddb2f0f81,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,86e2c6991943a3ac90d5d11f6fe3a7c597fe777d0bfbd2fbe9d31c56be19df33,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,6,5549.56,0.09,33297.36,30300.6,2996.76,3483.7,20902.2,9398.4,0.3102,37347.83,0.8113,7,2024-11-18,2024,11,4,Cliente_152,NOVO,5,MÉDIA,ATACADO,NOTEBOOK,INFORMÁTICA,GAMMA,PADRÃO,NORTE,BELÉM,LOJA,VENDEDOR_19,NO PRAZO,NÃO,11/2024,2024-11
137,20240123,6208e896a75ff625e8a4e4e9dae812426c6287bc6a439f53d99055752f010054,7f28d3842000bdff2371e794bc95c36799dd8d0e83ffd5c400b0613ac8b890a5,c41a560d27bdc15e0f1e2e48bb1f763998050a0b14d7ef849816dc81c21246ef,872830f56dd50487417feb18b854c49a269c246ac519d7499cf522918cb62770,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,7,2125.41,0.12,25929.84,22818.26,3111.58,3364.47,23551.29,-733.03,-0.0321,30351.8,0.7518,1,2024-01-23,2024,1,1,Cliente_163,NOVO,5,ALTA,VAREJO,TABLET,INFORMÁTICA,GAMMA,ECONÔMICO,NORDESTE,RECIFE,LOJA,VENDEDOR_18,NO PRAZO,NÃO,01/2024,2024-01
138,20240225,30d08352ac5f089da96772497ca8d823dd6d23d5c795ea2f9cc7ccd036b92e41,86cc5b78cb0dabb3bcc20627e66dde9686322cadb4cb17ea2e5e2eeed96601e7,980f64fe4b19ef4c26b8e5361b3a4096afe38bea03a47937eba620c7c9859dd0,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,e16b2ec015562ef9e0585a3dfeffd0544f6cf7aebbb97910d8d162d2503c200c,d99d23eaa65b3d3c7ed13321f0d474722f1af0189a982e94f81b04ef3d452e61,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,11,3350.65,0.18,36857.15,30222.86,6634.29,2750.44,30254.84,-31.98,-0.0011,37565.39,0.8045,9,2024-02-25,2024,2,1,Cliente_023,RECORRENTE,23,ALTA,ATACADO,SMARTPHONE,TELEFONIA,GAMMA,PADRÃO,NORTE,BELÉM,ONLINE,VENDEDOR_12,ATRASADO,NÃO,02/2024,2024-02
139,20240302,bc08cfe7141a936f949c4e3a7af3da43ccffad3b527093bd416e2edfa7e28da7,d35664f912b92cc0db4a1da1e9c584c206b008b3fdf9062e579048e5403e20b0,ad8fab0905cb7f8e3dea787f1cd212aa130653b7e1f3458ac820fec2fba7b144,ac7e24813998d31d5e116002bcd241061b59884f2db9167c1b976e9c151b8e1e,b91b1512ed4387f9030f65a30c0f9a707bb0c8cf7d5fe55e0f025a8d81aad399,718702ffb8217f83e966caa9ce461a9b74273325d2868d60744fe33169e191e9,199d4fe8fbad751fabf348a4f1e5c589d1b1ccceaeed40e570df173bb7151718,5,2792.06,0.23,13960.3,10749.43,3210.87,1647.35,8236.75,2512.68,0.2338,15848.95,0.6782,1,2024-03-02,2024,3,1,Cliente_060,RECORRENTE,25,ALTA,ATACADO,MONITOR,INFORMÁTICA,GAMMA,PADRÃO,SUDESTE,SÃO PAULO,ONLINE,VENDEDOR_18,NO PRAZO,NÃO,03/2024,2024-03
